k,pof,lambda_param,max_welfare_cost,fcbc_objective,runtime,group_0_cost,group_1_cost,group_0_distance_cost,group_1_distance_cost,group_0_avg_cost,group_1_avg_cost
8,1.3875,0.5,1.093271592790671,143.7964568897832,17.460848360002274,1.093271592790671,1.004812930055047,2.186481665581342,2.009625860110094,412.125,837.875
8,1.44375,0.5,1.0125630898472167,142.04007235790843,17.812514160992578,1.0125630898472167,1.007076697529507,2.0249914096944335,2.014153395059014,412.125,837.875
8,1.5,0.5,1.0199455744171235,140.55341145428747,18.45559462098754,1.0199455744171235,0.9721272198334655,2.039665088834247,1.944254439666931,412.125,837.875
9,1.05,0.5,0.9743238832732654,137.02252016744598,19.470009564014617,0.9743238832732654,0.9214212352982946,1.9485438365465306,1.8428424705965891,366.3333333333333,744.7777777777778
9,1.10625,0.5,1.015529207090884,138.52659962937696,17.533562403987162,1.015529207090884,0.9321044250602363,2.030818424181768,1.8642088501204725,366.3333333333333,744.7777777777778
9,1.1625,0.5,0.9741451837831978,137.9029796160008,17.833155580970924,0.9741451837831978,0.9395885968504211,1.9480988275663957,1.8791771937008421,366.3333333333333,744.7777777777778
9,1.21875,0.5,0.9742846130087589,137.02012436127671,18.03670603100909,0.9742846130087589,0.9214071943910985,1.948402206017518,1.842814388782197,366.3333333333333,744.7777777777778
9,1.275,0.5,0.9583496455488364,138.29276112766578,18.040705990977585,0.9583496455488364,0.9553849180590391,1.9165237710976728,1.9107698361180783,366.3333333333333,744.7777777777778
9,1.33125,0.5,0.9966011774185103,138.7937049457648,17.577744296984747,0.9966011774185103,0.946913555081336,1.9930737248370205,1.893827110162672,366.3333333333333,744.7777777777778
9,1.3875,0.5,0.9850437051803155,137.47530822668438,17.707761041005142,0.9850437051803155,0.9254295045393893,1.969945510360631,1.8508590090787786,366.3333333333333,744.7777777777778
9,1.44375,0.5,0.9739979788118157,137.02188070241888,17.824941141007002,0.9739979788118157,0.9215784799469182,1.9478513676236315,1.8431569598938364,366.3333333333333,744.7777777777778
9,1.5,0.5,0.9492263478371735,135.7105849451256,17.64396037097322,0.9492263478371735,0.9070819724021432,1.8983135156743471,1.8141639448042863,366.3333333333333,744.7777777777778
10,1.05,0.5,0.9199199392391862,132.67265234845289,20.01627484400524,0.9199199392391862,0.8607014389102184,1.8395820184783724,1.7214028778204369,329.7,670.3
10,1.10625,0.5,0.9492125617335501,134.38011151576126,20.139636365987823,0.9492125617335501,0.8802935225445068,1.8982320934671002,1.7605870450890135,329.7,670.3
10,1.1625,0.5,0.9065285712890747,132.26622166046664,19.307034827012103,0.9065285712890747,0.859233340431586,1.8128905825781494,1.718466680863172,329.7,670.3
10,1.21875,0.5,0.973526223524549,135.49721317814647,19.581021720019635,0.973526223524549,0.8908060146766503,1.946937737049098,1.7816120293533007,329.7,670.3
10,1.275,0.5,0.906797914503709,132.2625191658502,19.975985682976894,0.906797914503709,0.8590509373096386,1.8133352290074178,1.718101874619277,329.7,670.3
10,1.33125,0.5,0.9265282786361677,134.07688224936908,19.35593760799384,0.9265282786361677,0.8853836903178268,1.8528439572723354,1.7707673806356536,329.7,670.3
10,1.3875,0.5,0.929214199394468,134.08865273307444,20.34398979501566,0.929214199394468,0.8843309957447649,1.858082188788936,1.7686619914895298,329.7,670.3
10,1.44375,0.5,0.9256986399944326,134.0657548783861,20.11482385295676,0.9256986399944326,0.8855801397598089,1.851140479988865,1.7711602795196177,329.7,670.3
10,1.5,0.5,0.9115686359731271,132.32536606329128,19.674571649055,0.9115686359731271,0.8579371973896707,1.8229041419462542,1.7158743947793413,329.7,670.3
11,1.05,0.5,0.8851657447807078,129.76053904625738,25.59891245997278,0.8851657447807078,0.8207656985302887,1.7701448295614155,1.6415313970605774,299.72727272727275,609.3636363636364
11,1.10625,0.5,0.929355876500353,131.90505921868254,21.879129427019507,0.929355876500353,0.8409007548771825,1.858487753000706,1.681801509754365,299.72727272727275,609.3636363636364
11,1.1625,0.5,0.8740895206379984,129.00411133571464,21.7796313809813,0.8740895206379984,0.8116202162362441,1.7479578612759967,1.6232404324724883,299.72727272727275,609.3636363636364
11,1.21875,0.5,0.8712297659538735,128.95331600048092,25.461592261039183,0.8712297659538735,0.8120539201777629,1.7422197219077469,1.6241078403555258,299.72727272727275,609.3636363636364
11,1.275,0.5,0.8740894842852106,129.00200855764336,21.57554995099781,0.8740894842852106,0.811585900975013,1.7479329085704212,1.623171801950026,299.72727272727275,609.3636363636364
11,1.33125,0.5,0.8705393061252641,128.94191392494224,21.381506433011964,0.8705393061252641,0.8121866448481726,1.7407885722505283,1.6243732896963452,299.72727272727275,609.3636363636364
11,1.3875,0.5,0.8715029773042909,128.9500187617575,21.49300417804625,0.8715029773042909,0.8118433774538899,1.7428183446085819,1.6236867549077798,299.72727272727275,609.3636363636364
11,1.44375,0.5,0.9012575441160162,130.79806649177146,21.609044855984397,0.9012575441160162,0.8330415768221677,1.8022310482320325,1.6660831536443355,299.72727272727275,609.3636363636364
11,1.5,0.5,0.8755316023359758,129.23530153068418,24.60505724500399,0.8755316023359758,0.815365091934567,1.7508422946719517,1.630730183869134,299.72727272727275,609.3636363636364
12,1.05,0.5,0.846984610697327,126.2742617189422,24.30893418501364,0.846984610697327,0.7729818794302435,1.693679231394654,1.545963758860487,274.75,558.5833333333334
12,1.10625,0.5,0.8610174846643966,126.92469824919029,23.18319152999902,0.8610174846643966,0.7783821156982774,1.7216773593287933,1.5567642313965548,274.75,558.5833333333334
12,1.1625,0.5,0.8535545938348789,127.07703618445704,23.952123423980083,0.8535545938348789,0.7849246190035057,1.7068142576697578,1.5698492380070115,274.75,558.5833333333334
12,1.21875,0.5,0.8481276184529448,127.14979253502644,23.111323112039827,0.8481276184529448,0.7889691804386935,1.6959791969058897,1.577938360877387,274.75,558.5833333333334
12,1.275,0.5,0.8435767088093,126.29897271034989,23.397265058010817,0.8435767088093,0.7751391216414689,1.6868020876186,1.5502782432829378,274.75,558.5833333333334
12,1.33125,0.5,0.853224419091675,127.09787469736844,24.173588900011964,0.853224419091675,0.7854981027315838,1.70608794818335,1.5709962054631676,274.75,558.5833333333334
12,1.3875,0.5,0.848717924772433,127.3189089607376,23.428929384972434,0.848717924772433,0.791879503904943,1.6971973295448661,1.583759007809886,274.75,558.5833333333334
12,1.44375,0.5,0.8612387674716976,126.9376851171778,23.680116854025982,0.8612387674716976,0.778492270234711,1.7222295249433952,1.556984540469422,274.75,558.5833333333334
12,1.5,0.5,0.8532346917135611,127.08253893724093,23.658730852999724,0.8532346917135611,0.7851854975361291,1.7061755834271224,1.5703709950722582,274.75,558.5833333333334
13,1.05,0.5,0.8226063071362826,124.12349685766334,26.05358661600621,0.8226063071362826,0.7447800970332387,1.644989644272565,1.4895601940664773,253.6153846153846,515.6153846153846
13,1.10625,0.5,0.8358532941856885,124.73809249265982,32.60516697500134,0.8358532941856885,0.7496727270048584,1.6714897083713771,1.4993454540097169,253.6153846153846,515.6153846153846
13,1.1625,0.5,0.8348806723689196,125.24654096047624,30.760995463002477,0.8348806723689196,0.7596579083535392,1.6694483447378392,1.5193158167070784,253.6153846153846,515.6153846153846
13,1.21875,0.5,0.8333193316088787,124.99604445341105,27.171823475975543,0.8333193316088787,0.7557477933203448,1.6663270332177575,1.5114955866406896,253.6153846153846,515.6153846153846
13,1.275,0.5,0.822260423543443,124.19005139230394,24.992229219991717,0.822260423543443,0.7461942861935894,1.644253797086886,1.4923885723871788,253.6153846153846,515.6153846153846
13,1.33125,0.5,0.8189911614067946,124.82940720132945,25.669789330044296,0.8189911614067946,0.7596798800916474,1.6377148828135892,1.5193597601832949,253.6153846153846,515.6153846153846
13,1.3875,0.5,0.8374175879642548,124.73125963826988,25.57352470298065,0.8374175879642548,0.7487825955732241,1.6745931659285096,1.4975651911464483,253.6153846153846,515.6153846153846
13,1.44375,0.5,0.8162320899784031,124.8175698183251,25.71443954796996,0.8162320899784031,0.7608351424553974,1.6321195999568063,1.5216702849107948,253.6153846153846,515.6153846153846
13,1.5,0.5,0.8195151872063863,124.46568994646636,25.153875459975097,0.8195151872063863,0.752687933433016,1.6386415344127725,1.505375866866032,253.6153846153846,515.6153846153846
14,1.05,0.5,0.8054382522381155,123.18740640521162,28.74976868700469,0.8054382522381155,0.7371843934376187,1.605648874476231,1.4743687868752373,235.5,478.7857142857143
14,1.10625,0.5,0.8074519494349678,123.39511169253448,27.39170088298852,0.8074519494349678,0.7388141219988359,1.6145603088699356,1.4776282439976718,235.5,478.7857142857143
14,1.1625,0.5,0.8074647592066105,122.42930156114886,27.300627430027816,0.8074647592066105,0.7210928794015866,1.6145963384132211,1.4421857588031732,235.5,478.7857142857143
14,1.21875,0.5,0.8267003130698064,123.48418908565256,27.72391504701227,0.8267003130698064,0.7310062550503841,1.652979246139613,1.4620125101007682,235.5,478.7857142857143
14,1.275,0.5,0.8115693103053431,122.51441355492568,30.23962510400452,0.8115693103053431,0.7206289633911903,1.622807690610686,1.4412579267823806,235.5,478.7857142857143
14,1.33125,0.5,0.7977634422064923,122.65368551114416,42.66968311200617,0.7977634422064923,0.7299570095823441,1.5952358244129847,1.4599140191646882,235.5,478.7857142857143
14,1.3875,0.5,0.7953012284588485,122.57721858610664,39.02026698197005,0.7953012284588485,0.7297750182733123,1.5902903869176972,1.4595500365466245,235.5,478.7857142857143
14,1.44375,0.5,0.8079277196593908,122.18077065190158,34.840549088025,0.8079277196593908,0.7163128861699853,1.6155926593187817,1.4326257723399707,235.5,478.7857142857143
14,1.5,0.5,0.8107580209919031,122.81901923438303,59.03286910598399,0.8107580209919031,0.7265941576402226,1.6212222219838062,1.4531883152804452,235.5,478.7857142857143
15,1.05,0.5,0.7801035250889331,121.24528135781274,60.9371594429831,0.7801035250889331,0.7142305953524289,1.5549852001778661,1.4284611907048579,219.8,446.8666666666667
15,1.10625,0.5,0.7877472711570817,120.9338131736273,33.67984826496104,0.7877472711570817,0.703630884874624,1.5752014223141633,1.407261769749248,219.8,446.8666666666667
15,1.1625,0.5,0.7881522192505811,120.2937431190526,33.624219515011646,0.7881522192505811,0.6919220212407666,1.575975558501162,1.3838440424815333,219.8,446.8666666666667
15,1.21875,0.5,0.8157427448634745,121.7559153925472,32.33883525204146,0.8157427448634745,0.7047558500130152,1.6311468597269492,1.4095117000260304,219.8,446.8666666666667
15,1.275,0.5,0.7926316911538924,120.8445054234594,30.69698442198569,0.7926316911538924,0.6996143100914001,1.584984412307785,1.3992286201828001,219.8,446.8666666666667
15,1.33125,0.5,0.7886873272072653,120.53292972245464,31.44144521205453,0.7886873272072653,0.6959418483674877,1.5771028644145306,1.3918836967349755,219.8,446.8666666666667
15,1.3875,0.5,0.803384148398994,121.59490845052996,31.219557803997304,0.803384148398994,0.7078703495703584,1.606598296797988,1.4157406991407169,219.8,446.8666666666667
15,1.44375,0.5,0.7703650115847858,120.6585124580965,32.57194467098452,0.7703650115847858,0.7072326532284832,1.5403811631695716,1.4144653064569663,219.8,446.8666666666667
15,1.5,0.5,0.7883886694060588,121.1044330711429,31.51627195504261,0.7883886694060588,0.7064175648000596,1.5763954188121176,1.4128351296001191,219.8,446.8666666666667
